[Chat Event] Time: 2026-07-19T08:34:07.402Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: [] | Content: บอกแวร์อย่าแพร่ม
[Chat Event] Time: 2026-07-19T08:37:40.468Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: รอบชิงหรอครับ
[Chat Event] Time: 2026-07-19T08:37:42.171Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ขยับ
[Chat Event] Time: 2026-07-19T08:37:43.771Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: psดีวะ
[Chat Event] Time: 2026-07-19T08:37:45.468Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: psเรามันคม
[Chat Event] Time: 2026-07-19T08:37:48.828Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: คนจะบวกกันแล้ว
[Chat Event] Time: 2026-07-19T08:37:52.026Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: psดิ้วะ
[Chat Event] Time: 2026-07-19T08:37:52.026Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เสียงเกมเลาพี่โก้
[Chat Event] Time: 2026-07-19T08:37:52.027Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: psดีสะ
[Chat Event] Time: 2026-07-19T08:37:54.478Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: PS ดิว่ะ
[Chat Event] Time: 2026-07-19T08:37:57.004Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เสียงเกม
[Chat Event] Time: 2026-07-19T08:37:57.829Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: 3ใน5 ดูยาวๆ5555
[Chat Event] Time: 2026-07-19T08:37:59.482Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: จอบังชื่อps
[Chat Event] Time: 2026-07-19T08:38:06.892Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: นับ1 เท่า
[Chat Event] Time: 2026-07-19T08:38:06.893Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: นายบาสไม่ปล่อยของเลย
[Chat Event] Time: 2026-07-19T08:38:06.893Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: กล้องบังชื่อ
[Chat Event] Time: 2026-07-19T08:38:10.090Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: อยู่ศาลา8มารับหน่อยโก้555
[Chat Event] Time: 2026-07-19T08:38:10.943Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: PS9BAS
[Chat Event] Time: 2026-07-19T08:38:14.294Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ชุมชนของเราเพิ่งเลื่อนระดับขึ้น!
[Chat Event] Time: 2026-07-19T08:38:20.001Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: PS ชนะแน่
[Chat Event] Time: 2026-07-19T08:38:26.613Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: อยู่ไหนนะพี่
[Chat Event] Time: 2026-07-19T08:38:40.568Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: As
[Chat Event] Time: 2026-07-19T08:38:43.077Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: As
[Chat Event] Time: 2026-07-19T08:38:43.877Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เปิดเสียงเกมส์หน่อย
[Chat Event] Time: 2026-07-19T08:38:45.525Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: คอมเจ้าของไหมครับ หรือว่า คอมของงาน
[Chat Event] Time: 2026-07-19T08:38:48.009Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: คุนไปขี้นานมาก
[Chat Event] Time: 2026-07-19T08:38:48.831Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: pk9 ตัวบัค
[Chat Event] Time: 2026-07-19T08:38:53.036Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เปิดเสียงเกมส์หน่อย
[Chat Event] Time: 2026-07-19T08:38:56.385Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: @k0ngnaa ของงานค่ะ
[Chat Event] Time: 2026-07-19T08:38:58.892Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: Ps de wart
[Chat Event] Time: 2026-07-19T08:39:05.498Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เอาทับแผนที่เลยพี่ก็ล้อง
[Chat Event] Time: 2026-07-19T08:39:27.177Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T08:39:32.995Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ทำไมตึง
[Chat Event] Time: 2026-07-19T08:39:32.995Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวยย
[Chat Event] Time: 2026-07-19T08:39:34.642Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวยยย
[Chat Event] Time: 2026-07-19T08:39:34.643Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวยย
[Chat Event] Time: 2026-07-19T08:39:36.239Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาเด้้้้
[Chat Event] Time: 2026-07-19T08:39:36.994Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T08:39:37.802Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาเด้ๆๆๆๆ
[Chat Event] Time: 2026-07-19T08:39:38.603Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาดิ
[Chat Event] Time: 2026-07-19T08:39:38.603Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ยาวไปๆๆ
[Chat Event] Time: 2026-07-19T08:39:39.403Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวยยย
[Chat Event] Time: 2026-07-19T08:39:41.106Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เอาว่ะ
[Chat Event] Time: 2026-07-19T08:39:41.107Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวยย
[Chat Event] Time: 2026-07-19T08:39:41.956Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: พี่โก้ไม่ลงหรอ
[Chat Event] Time: 2026-07-19T08:39:42.762Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T08:39:43.611Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ชิน้อยให้แดงๆ
[Chat Event] Time: 2026-07-19T08:39:43.612Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ps มีแต่แดงๆ
[Chat Event] Time: 2026-07-19T08:39:43.612Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาเด้ๆๆๆๆ
[Chat Event] Time: 2026-07-19T08:39:47.708Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ลาบ
[Chat Event] Time: 2026-07-19T08:39:49.357Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาเด้ๆๆ
[Chat Event] Time: 2026-07-19T08:39:50.210Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ลาบ
[Chat Event] Time: 2026-07-19T08:39:56.066Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ยาวไปๆ
[Chat Event] Time: 2026-07-19T08:39:56.067Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ps มีแต่ยิงแดงๆ
[Chat Event] Time: 2026-07-19T08:40:00.235Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาดิ PSดิวะ
[Chat Event] Time: 2026-07-19T08:40:03.487Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เกมพึ่งเริ่มเองง
[Chat Event] Time: 2026-07-19T08:40:05.988Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: กัสมาแล้วว
[Chat Event] Time: 2026-07-19T08:40:17.622Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ก้องมันแค้นจากเมื่อกี้ป่าวว่ะ5555
[Chat Event] Time: 2026-07-19T08:40:17.623Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ก้องถูกใจจัด
[Chat Event] Time: 2026-07-19T08:40:19.320Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: จริงๆFcทั่งสองนะครับเชียร์ทั้งคู่สู้ๆ
[Chat Event] Time: 2026-07-19T08:40:25.130Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ประวัติจะซำรอยมั้ย555
[Chat Event] Time: 2026-07-19T08:40:25.975Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ps เก่งยิงหัวโว้ยย
[Chat Event] Time: 2026-07-19T08:40:34.193Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: อาคคุงงงงงง
[Chat Event] Time: 2026-07-19T08:40:49.106Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: คนละเวทท
[Chat Event] Time: 2026-07-19T08:40:49.952Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T08:40:50.804Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวยยยยยย
[Chat Event] Time: 2026-07-19T08:40:51.606Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: หูจะแตก5555
[Chat Event] Time: 2026-07-19T08:40:51.607Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T08:40:52.455Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาดิ
[Chat Event] Time: 2026-07-19T08:40:53.969Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เอออ
[Chat Event] Time: 2026-07-19T08:40:55.014Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวย
[Chat Event] Time: 2026-07-19T08:40:55.609Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาเด้ๆๆฟๆ
[Chat Event] Time: 2026-07-19T08:40:55.610Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: 555
[Chat Event] Time: 2026-07-19T08:40:56.458Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: PSดิวะ
[Chat Event] Time: 2026-07-19T08:40:57.308Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: เสียงเป็นไร
[Chat Event] Time: 2026-07-19T08:40:58.156Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: กระจอกps
[Chat Event] Time: 2026-07-19T08:40:58.917Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาเด้ฟฟฟ
[Chat Event] Time: 2026-07-19T08:40:58.918Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: Psสุดจัดเด
[Chat Event] Time: 2026-07-19T08:41:00.577Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาเด้
[Chat Event] Time: 2026-07-19T08:41:00.577Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ลาบๆๆๆ
[Chat Event] Time: 2026-07-19T08:41:00.578Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: งานบู๊ทไมค์
[Chat Event] Time: 2026-07-19T08:41:02.274Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ลำโพงแตก5555
[Chat Event] Time: 2026-07-19T08:41:02.275Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: หวานๆ
[Chat Event] Time: 2026-07-19T08:41:03.129Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: กล้องซิดช้ายหน่อยครับ บังจอครับ
[Chat Event] Time: 2026-07-19T08:41:03.926Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: กระจอกps
[Chat Event] Time: 2026-07-19T08:41:03.927Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: [thanks]
[Chat Event] Time: 2026-07-19T08:41:04.778Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาดิ555555
[Chat Event] Time: 2026-07-19T08:41:05.627Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: หูแทบระเบิดด
[Chat Event] Time: 2026-07-19T08:41:06.379Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: อันนี้แข่งอะไรอะครับ พึ่งมาดู
[Chat Event] Time: 2026-07-19T08:41:07.233Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวยมากเมื่อกี้
[Chat Event] Time: 2026-07-19T08:41:07.233Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: โหด55555666655
[Chat Event] Time: 2026-07-19T08:41:08.080Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: ก้องเวทใหญ่จัดอ่ะ
[Chat Event] Time: 2026-07-19T08:41:08.081Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: สวยๆ
[Chat Event] Time: 2026-07-19T08:41:08.081Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มันมาก6555
[Chat Event] Time: 2026-07-19T08:41:08.929Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: มาดิ
[Chat Event] Time: 2026-07-19T08:41:11.477Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: นึกว่าเชียร์มวย55555
[Chat Event] Time: 2026-07-19T08:41:13.080Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["sa7icpdCvVnFIWsbAAAK","CW4B6FLb1ymJHfU_AAAL","v_WevQI8hW3Sw0QXAAAN"] | Content: บูสไมค์
